Kategori Lowongan,Umur,Pendidikan,Title,Link,Gaji_Rata2,Kategori_Encoded,Pendidikan_Encoded
Lainnya,32.0,S1,Personal Assistant to Country Manager,https://id.jobstreet.com/id/job/85618652,6000000.0,29,5
Social Media,32.0,S1,Brand Graphic Designer,https://id.jobstreet.com/id/job/84842603,6000000.0,51,5
Sales,32.0,S1,Purchasing,https://id.jobstreet.com/id/job/85684349,7800000.0,48,5
Lainnya,32.0,S1,Marketing,https://id.jobstreet.com/id/job/84999675,5950000.0,29,5
Lainnya,32.0,S1,Welder CO,https://id.jobstreet.com/id/job/85214505,9200000.0,29,5
Akuntan,32.0,S1,Financial Accounting & Reporting (Accounting),https://id.jobstreet.com/id/job/85070881,4750000.0,2,5
Lainnya,32.0,S1,Junior Marketing,https://id.jobstreet.com/id/job/85573915,6000000.0,29,5
Lainnya,32.0,S1,System Engineer,https://id.jobstreet.com/id/job/85126645,7250000.0,29,5
Lainnya,32.0,S1,Leader Produksi,https://id.jobstreet.com/id/job/85592059,3450000.0,29,5
Financial Planning,32.0,S1,FP&A and Accounting Staff - Manufacture - Cikande/Tangerang (C-120994),https://id.jobstreet.com/id/job/85542737,14750000.0,21,5
Sales,32.0,S1,Disposable Sales,https://id.jobstreet.com/id/job/85023555,4250000.0,48,5
Guru,32.0,S1,Kepala Kos Pengurus Kos Pengelola Kos 86 Kamar,https://id.jobstreet.com/id/job/85043892,8500000.0,24,5
Lainnya,32.0,S1,PROPERTY OPERATIONS SUPERVISOR,https://id.jobstreet.com/id/job/85297161,6250000.0,29,5
Lainnya,32.0,S1,sipil engineering,https://id.jobstreet.com/id/job/85451133,5000000.0,29,5
Seo,32.0,S1,Graphic Design,https://id.jobstreet.com/id/job/85095311,6000000.0,50,5
Logistik,32.0,S1,Runner Event ( MICE ),https://id.jobstreet.com/id/job/85374500,5750000.0,31,5
Sales,32.0,S1,sales staff,https://id.jobstreet.com/id/job/85194132,5250000.0,48,5
Akuntan,32.0,S1,Dicari Staff Bagian Akuntansi,https://id.jobstreet.com/id/job/85001647,4250000.0,2,5
Lainnya,32.0,S1,FINANCIAL ADVISOR PANGKALPINANG (Parit 3 & Jebus),https://id.jobstreet.com/id/job/85601733,2850000.0,29,5
Lainnya,32.0,S1,Content Creator,https://id.jobstreet.com/id/job/84874614,5500000.0,29,5
Sales,32.0,S1,Account Manager (Area Jabodetabek),https://id.jobstreet.com/id/job/85623682,6500000.0,48,5
Production,32.0,S1,Asisstant Manager Fatty Alcohol Production,https://id.jobstreet.com/id/job/85559100,350000000.0,40,5
Sales,32.0,S1,Telesales Spesialis or Manajer - Travel Agency,https://id.jobstreet.com/id/job/85113282,5500000.0,48,5
Lainnya,32.0,S1,Programmer R&D,https://id.jobstreet.com/id/job/85573961,6750000.0,29,5
Business Development,32.0,S1,Marketing Business Development Staff ( Surabaya Area),https://id.jobstreet.com/id/job/85061374,6500000.0,9,5
Business Development,32.0,S1,Business Development – Agent & Distributor Acquisition Intern,https://id.jobstreet.com/id/job/85544471,4160000.0,9,5
Tax,32.0,"S1,D3",Accounting & Tax Officer,https://id.jobstreet.com/id/job/85265074,6500000.0,54,7
Project Manager,32.0,S1,Project Manager,https://id.jobstreet.com/id/job/85600459,8000000.0,41,5
Lainnya,32.0,S1,PROJECT ENGINEER (Electrical - Panel Listrik),https://id.jobstreet.com/id/job/85626971,7500000.0,29,5
Sales,32.0,S1,SPV SALES MARKETING,https://id.jobstreet.com/id/job/85570888,9000000.0,48,5
Warehouse,32.0,S1,WAREHOUSE MANAGER,https://id.jobstreet.com/id/job/85373265,11500000.0,60,5
Lainnya,32.0,S1,Content Creator,https://id.jobstreet.com/id/job/85546805,6250000.0,29,5
Lainnya,32.0,S1,ENGINEERING,https://id.jobstreet.com/id/job/85604973,5250000.0,29,5
Admin,32.0,S1,Executive Assistant to Director,https://id.jobstreet.com/id/job/85093022,14000000.0,1,5
Finance,32.0,S1,Finance Tax Staff,https://id.jobstreet.com/id/job/84906195,5750000.0,20,5
Lainnya,32.0,S1,Horticulturist,https://id.jobstreet.com/id/job/84999695,5100000.0,29,5
Lainnya,32.0,S1,COST CONTROL,https://id.jobstreet.com/id/job/84862785,3250000.0,29,5
Akuntan,32.0,S1,Staff Akunting,https://id.jobstreet.com/id/job/85186044,3750000.0,2,5
Sales,32.0,S1,SALES EXECUTIVE,https://id.jobstreet.com/id/job/85269464,4500000.5,48,5
Sales,32.0,S1,After Sales Specialist,https://id.jobstreet.com/id/job/85544784,13500000.0,48,5
Lainnya,32.0,S1,quantity surveyor for Structure Highrise Building,https://id.jobstreet.com/id/job/84907561,7000000.0,29,5
Qa,32.0,S1,QA Assistant Manager or QA Manager,https://id.jobstreet.com/id/job/84907840,11500000.0,44,5
Business Development,32.0,S1,Content Creator Social Media / Creative Marketing,https://id.jobstreet.com/id/job/85574864,6250000.0,9,5
Sales,32.0,S1,SALES ENGINEERING HVAC,https://id.jobstreet.com/id/job/85438312,7500000.0,48,5
Tax,32.0,S1,Accounting & Tax,https://id.jobstreet.com/id/job/85623630,5500000.0,54,5
Lainnya,32.0,S1,Promotor Elektronik Denpasar,https://id.jobstreet.com/id/job/85105259,4166666.5,29,5
Lainnya,32.0,S1,Spesialis Operasional E-commerce,https://id.jobstreet.com/id/job/85538860,13000000.0,29,5
Lainnya,32.0,S1,Accounting Staff,https://id.jobstreet.com/id/job/85604528,3227413.5,29,5
Sales,32.0,S1,E Commerce Staff,https://id.jobstreet.com/id/job/84778878,4750002.5,48,5
Finance,32.0,S1,"Finance, Accounting & Tax Manager",https://id.jobstreet.com/id/job/85255009,15500000.0,20,5
Finance,32.0,S1,STAFF FINANCE & PERPAJAKAN,https://id.jobstreet.com/id/job/85629638,6000000.0,20,5
Social Media,32.0,S1,Content Creator & Social Media,https://id.jobstreet.com/id/job/85096049,5000000.0,51,5
Sales,32.0,S1,Sales Engineer,https://id.jobstreet.com/id/job/85669176,8500000.0,48,5
Lainnya,32.0,S1,Talent sekaligus Editor,https://id.jobstreet.com/id/job/85119531,3250000.0,29,5
Lainnya,32.0,S1,TEKNISI,https://id.jobstreet.com/id/job/84872674,1910000.0,29,5
Sales,32.0,S1,SALES TELEKOMUNIKASI ENTERPRISE,https://id.jobstreet.com/id/job/85057371,12500000.0,48,5
Finance,32.0,S1,FINANCE MANAGER,https://id.jobstreet.com/id/job/85592084,14000000.0,20,5
Lainnya,32.0,S1,Field Collection (Medan),https://id.jobstreet.com/id/job/84859061,4250000.0,29,5
Lainnya,32.0,S1,Financial Advisor - Jakarta Timur (Jatinegara),https://id.jobstreet.com/id/job/85592632,4250000.0,29,5
Lainnya,32.0,S1,Fashion Merchandiser Manager | Buyer MANAGER,https://id.jobstreet.com/id/job/85597964,11500000.0,29,5
Lainnya,32.0,S1,Industrial Robotics Engineer,https://id.jobstreet.com/id/job/84850945,7000000.0,29,5
Sales,32.0,S1,Sales & Marketing Specialist,https://id.jobstreet.com/id/job/84994457,5000000.0,48,5
Lainnya,32.0,S1,Content Creator End-to-End,https://id.jobstreet.com/id/job/85004548,5500000.0,29,5
Sales,32.0,S1,Sales Executive,https://id.jobstreet.com/id/job/85475004,11500000.0,48,5
Bidan,32.0,S1,Application Specialist,https://id.jobstreet.com/id/job/85198028,6000000.0,7,5
Management,32.0,S1,Chief Accounting,https://id.jobstreet.com/id/job/84874218,11000000.0,33,5
Tax,32.0,S1,Tax Officer,https://id.jobstreet.com/id/job/85622618,5500000.0,54,5
Admin,32.0,S1,Administration Staff (Mandarin Speaker),https://id.jobstreet.com/id/job/85117918,12500000.0,1,5
Lainnya,32.0,S1,Technical,https://id.jobstreet.com/id/job/84893211,5500000.0,29,5
Lainnya,32.0,S1,L2 Reconciliation,https://id.jobstreet.com/id/job/85668921,5250000.0,29,5
Customer Service,32.0,S1,Customer Service Representative - Purwokerto,https://id.jobstreet.com/id/job/85631011,2750000.0,14,5
Lainnya,32.0,S1,Japanese Interpreter,https://id.jobstreet.com/id/job/85065202,12500000.0,29,5
Inventory,32.0,S1,Warehouse Administrator - Steel Frame / Furniture,https://id.jobstreet.com/id/job/84718614,3500000.0,27,5
Recruitment,32.0,S1,Sales Modern Trade Supervisor (Jawa Timur - Jember),https://id.jobstreet.com/id/job/85663016,7500000.0,46,5
It Support,32.0,S1,IT Support,https://id.jobstreet.com/id/job/85628985,3750000.0,28,5
Seo,32.0,S1,Manager SPA leasure eksekutif di Jakarta,https://id.jobstreet.com/id/job/84954759,10000000.0,50,5
Finance,32.0,S1,Finance Accounting Tax Staff,https://id.jobstreet.com/id/job/84884513,5500000.0,20,5
Lainnya,32.0,S1,"BRANDING, DESAIN DAN MULTIMEDIA",https://id.jobstreet.com/id/job/85617439,5000000.0,29,5
Lainnya,32.0,S1,Content Creator,https://id.jobstreet.com/id/job/84892478,4500000.0,29,5
Social Media,32.0,S1,Content Creator and Social Media Specialist,https://id.jobstreet.com/id/job/85575007,6000000.0,51,5
Lainnya,32.0,S1,Programmer,https://id.jobstreet.com/id/job/85627733,6750000.0,29,5
Consultant,32.0,S1,MEMBERSHIP CONSULTANT,https://id.jobstreet.com/id/job/85563243,6000000.0,12,5
Sales,32.0,S1,SALES BAHAN KIMIA INDUSTRI,https://id.jobstreet.com/id/job/84947097,10000000.0,48,5
Lainnya,32.0,S1,Tiktok Live Operation,https://id.jobstreet.com/id/job/85681598,7000000.0,29,5
Legal,32.0,S1,Legal Staff,https://id.jobstreet.com/id/job/85664073,11000000.0,30,5
Lainnya,32.0,S1,coal stockpile leader,https://id.jobstreet.com/id/job/85153394,22500000.0,29,5
Guru,32.0,S1,Pengurus - Sekertaris Koperasi Jasa Bhakti BPJS Kesehatan,https://id.jobstreet.com/id/job/85098671,9500000.0,24,5
Legal,32.0,S1,LEGAL MANAGER,https://id.jobstreet.com/id/job/85036881,12500000.0,30,5
Lainnya,32.0,S1,Bank Relation,https://id.jobstreet.com/id/job/85570361,6500000.0,29,5
Lainnya,32.0,S1,General Manager,https://id.jobstreet.com/id/job/85290378,25000000.0,29,5
Sales,32.0,S1,Sales Executive,https://id.jobstreet.com/id/job/85066233,7500000.0,48,5
Lainnya,32.0,S1,FINANCIAL ADVISOR - JAKARTA PUSAT (Penempatan Cikini),https://id.jobstreet.com/id/job/85592696,4250000.0,29,5
Lainnya,32.0,S1,Analis Operasi & Bisnis,https://id.jobstreet.com/id/job/85273637,8500000.0,29,5
Sales,32.0,S1,Field Sales (East Java Area),https://id.jobstreet.com/id/job/84976587,6750000.0,48,5
Lainnya,32.0,S1,Mine Engineer,https://id.jobstreet.com/id/job/85136315,10000000.0,29,5
Lainnya,32.0,S1,Listing Agent,https://id.jobstreet.com/id/job/85634618,6750000.0,29,5
Management,32.0,S1,Management Trainee Sales,https://id.jobstreet.com/id/job/85532818,5000000.0,33,5
Sales,32.0,S1,Sales Assistant Manager (Bahan Bangunan),https://id.jobstreet.com/id/job/84949334,18500000.0,48,5
Lainnya,32.0,S1,"AHLI FRANCHISE ,AHLI PABEAN,AMDAL,ALKES,IPP,IUJP,IZIN ALKOHOL&ROKOK,",https://id.jobstreet.com/id/job/85074106,17500000.0,29,5
Logistik,32.0,S1,Marketing Logistik,https://id.jobstreet.com/id/job/85372970,5000000.0,31,5
Mechanic,32.0,S1,Mechanical Electrical Engineer,https://id.jobstreet.com/id/job/85062470,7000000.0,35,5
Lainnya,32.0,S1,IT Programmer Officer,https://id.jobstreet.com/id/job/85183323,9650000.0,29,5
Lainnya,32.0,S1,Global Support Services Engineer,https://id.jobstreet.com/id/job/84895675,44875000.0,29,5
Management,32.0,S1,SUPPLY CHAIN MANAGEMENT (SCM) MANAGER,https://id.jobstreet.com/id/job/84890120,7500000.0,33,5
Lainnya,32.0,S1,Front Desk Officer,https://id.jobstreet.com/id/job/85681440,4475000.0,29,5
Lainnya,32.0,S1,HVAC Engineer,https://id.jobstreet.com/id/job/84971824,6250000.0,29,5
Lainnya,32.0,S1,Digital markerter,https://id.jobstreet.com/id/job/85268649,3750000.0,29,5
Lainnya,32.0,S1,Procurement,https://id.jobstreet.com/id/job/85208444,7750000.0,29,5
Lainnya,32.0,S1,HRD,https://id.jobstreet.com/id/job/85231360,3450000.0,29,5
Digital Marketing,32.0,S1,Digital Marketing & E-Commerce Specialist,https://id.jobstreet.com/id/job/85369160,5000000.0,17,5
Logistik,32.0,S1,KEPALA GUDANG,https://id.jobstreet.com/id/job/84916373,4250000.0,31,5
Finance,32.0,S1,Accounting Supervisor,https://id.jobstreet.com/id/job/85600493,12500000.0,20,5
Finance,35.0,S1,FINANCE ACCOUNTING TAX MANAGER,https://id.jobstreet.com/id/job/85240335,12500000.0,20,5
Training,32.0,S1,Product Support Imaging,https://id.jobstreet.com/id/job/84863516,6250000.0,57,5
Sales,32.0,S1,Retail Distribution Team Lead – Bahan Bangunan (NTB) Supervisor,https://id.jobstreet.com/id/job/85412716,4500000.0,48,5
Sales,32.0,S1,SALES EXECUTIVE JABODETABEK,https://id.jobstreet.com/id/job/85268286,5000000.0,48,5
Finance,32.0,S1,"Finance, Accounting and Tax Supervisor",https://id.jobstreet.com/id/job/84908823,10000000.0,20,5
Sales,32.0,S1,Sales Representative,https://id.jobstreet.com/id/job/85632673,7500000.0,48,5
Lainnya,32.0,S1,KOL Specialist,https://id.jobstreet.com/id/job/85612161,7000000.0,29,5
Lainnya,32.0,S1,Network Operation Center (NOC),https://id.jobstreet.com/id/job/85013961,5000000.0,29,5
Lainnya,32.0,S1,FINANCIAL ADVISOR - JAKARTA PUSAT (Penempatan Kebon Sirih),https://id.jobstreet.com/id/job/85593194,2875000.0,29,5
Digital Marketing,32.0,S1,Digital Marketing Spesialist,https://id.jobstreet.com/id/job/85630123,4250000.0,17,5
Akuntan,32.0,S1,Finance dan Accounting,https://id.jobstreet.com/id/job/85103413,4750000.0,2,5
Lainnya,32.0,S1,STRUCTURE ENGINEER,https://id.jobstreet.com/id/job/85629906,8750000.0,29,5
Sales,32.0,S1,Sales Manager,https://id.jobstreet.com/id/job/85189163,15000000.0,48,5
Lainnya,32.0,S1,FINANCIAL ADVISOR - Jakarta Pusat (Gambir),https://id.jobstreet.com/id/job/84935840,4250000.0,29,5
Training,32.0,S1,Security Trainer,https://id.jobstreet.com/id/job/85558721,9000000.0,57,5
Lainnya,32.0,S1,RELATIONSHIP MANAGER FUNDING DEPOSITO,https://id.jobstreet.com/id/job/85305004,7500000.0,29,5
Lainnya,32.0,S1,Accountant,https://id.jobstreet.com/id/job/85373751,8500000.0,29,5
Lainnya,32.0,S1,Host live streaming/ Entertainment live streaming (NON PRODUK),https://id.jobstreet.com/id/job/85487663,5000000.0,29,5
Lainnya,32.0,S1,Personal Assistant Keuangan,https://id.jobstreet.com/id/job/85603727,6750000.0,29,5
Lainnya,32.0,S1,Field Collection (Duri),https://id.jobstreet.com/id/job/84858773,4500000.0,29,5
Lainnya,32.0,S1,Field Collection (Muara Bungo),https://id.jobstreet.com/id/job/85544504,3900000.0,29,5
Lainnya,32.0,S1,FINANCIAL ADVISOR - BEKASI & JATIWARINGIN,https://id.jobstreet.com/id/job/85296752,4250000.0,29,5
Sales,35.0,D3,STAFF SALES  ( FREIGHT FORWARDING ),https://id.jobstreet.com/id/job/85033699,5000000.0,48,1
Lainnya,32.0,S1,Terjemahan bahasa Cina dan Indonesia,https://id.jobstreet.com/id/job/85623222,8500000.0,29,5
Lainnya,32.0,S1,SPV ACCOUNTING,https://id.jobstreet.com/id/job/85132886,8000000.0,29,5
Lainnya,32.0,S1,Ads Performance Specialist,https://id.jobstreet.com/id/job/84593903,5250000.0,29,5
Lainnya,32.0,S1,Store Manager,https://id.jobstreet.com/id/job/84872783,3000000.0,29,5
Lainnya,32.0,S1,"FINANCIAL ADVISOR - JAKARTA TIMUR (JATINEGARA, PONDOK KELAPA & PASAR REBO)",https://id.jobstreet.com/id/job/85296710,2875000.0,29,5
Lainnya,32.0,S1,Taste Sampler Coordinator,https://id.jobstreet.com/id/job/85531141,7000000.0,29,5
Lainnya,32.0,S1,综合行政,https://id.jobstreet.com/id/job/85102659,19000000.0,29,5
Lainnya,32.0,S1,Product Development (Outdoor Gear),https://id.jobstreet.com/id/job/85435825,7500000.0,29,5
Sales,32.0,S1,Trade Planning Executive,https://id.jobstreet.com/id/job/85456477,8000000.0,48,5
Management,32.0,S1,Internship Environment & Sustainability,https://id.jobstreet.com/id/job/85591194,3250000.0,33,5
Production,32.0,S1,Production Engineer Moulding,https://id.jobstreet.com/id/job/85537349,10475000.0,40,5
Seo,32.0,S1,video editor,https://id.jobstreet.com/id/job/85305308,4750000.0,50,5
Lainnya,32.0,S1,Short Video Editor / Content Editor (TikTok & Instagram),https://id.jobstreet.com/id/job/85177277,8500000.0,29,5
Social Media,32.0,S1,Content Creator Social media (wajib lampirkan foto diri),https://id.jobstreet.com/id/job/85158417,5750000.0,51,5
Lainnya,32.0,S1,Host Live Streaming Tiktok & Shopee,https://id.jobstreet.com/id/job/85681114,7000000.0,29,5
Lainnya,32.0,S1,Commercial Contract Engineer,https://id.jobstreet.com/id/job/85536780,15000000.0,29,5
Tax,32.0,S1,Accounting and Tax Supervisor,https://id.jobstreet.com/id/job/84870382,6000000.0,54,5
Lainnya,32.0,S1,RISK ENGINEER,https://id.jobstreet.com/id/job/85365410,9500000.0,29,5
Sales,32.0,S1,Sales Suport Export Import,https://id.jobstreet.com/id/job/85372595,5500000.0,48,5
Lainnya,32.0,S1,HR & GA Manager,https://id.jobstreet.com/id/job/85600741,9500000.0,29,5
Lainnya,32.0,S1,Spesialis/Supervisor BPOM,https://id.jobstreet.com/id/job/85535975,7250000.0,29,5
Finance,32.0,S1,Finance & Accounts Coordinator,https://id.jobstreet.com/id/job/85075992,4440000.0,20,5
Lainnya,32.0,S1,Reservation,https://id.jobstreet.com/id/job/85075054,5000000.0,29,5
Sales,32.0,S1,STAFF SALES PROJECT (Selang & Tali Tampar),https://id.jobstreet.com/id/job/85632906,4900000.0,48,5
Lainnya,32.0,Bachelor,Accountant,https://id.jobstreet.com/id/job/85592660,6250000.0,29,0
Inventory,32.0,S1,INVENTORY LEADER,https://id.jobstreet.com/id/job/85069551,4000000.0,27,5
Lainnya,32.0,S1,FINANCIAL ADVISOR - Jakarta Pusat (Kebon Sirih),https://id.jobstreet.com/id/job/84935789,4250000.0,29,5
Lainnya,32.0,S1,Accounting Staff,https://id.jobstreet.com/id/job/84967473,4350000.0,29,5
Sales,32.0,S1,SALES EXECUTIVE JAKARTA,https://id.jobstreet.com/id/job/85626575,6750000.0,48,5
Lainnya,32.0,S1,CNC Programmer,https://id.jobstreet.com/id/job/84884430,7000000.0,29,5
Lainnya,32.0,S1,Instagram Specialist,https://id.jobstreet.com/id/job/84940911,6250000.0,29,5
Lainnya,32.0,S1,Financial Advisor - Jakarta Timur (Pasar Rebo),https://id.jobstreet.com/id/job/85031096,2875000.0,29,5
Data Analyst,32.0,S1,Data Analyst,https://id.jobstreet.com/id/job/85121791,6575000.0,15,5
Audit,32.0,S1,Internal Audit,https://id.jobstreet.com/id/job/84950862,11000000.0,5,5
Qa,32.0,S1,QA Supervisor,https://id.jobstreet.com/id/job/85265675,10000000.0,44,5
Management,32.0,S1,Finance Staff,https://id.jobstreet.com/id/job/85606671,6500000.0,33,5
Admin,32.0,S1,Kepala Administrasi,https://id.jobstreet.com/id/job/85553127,4500000.0,1,5
Copywriter,32.0,S1,Copywriter,https://id.jobstreet.com/id/job/84873743,6250000.0,13,5
Lainnya,32.0,S1,Promotion Staff,https://id.jobstreet.com/id/job/85618736,3450000.0,29,5
Lainnya,32.0,S1,Rope Access Coordinator,https://id.jobstreet.com/id/job/85006205,6500000.0,29,5
Production,32.0,S1,Equipment Maintenance Engineer,https://id.jobstreet.com/id/job/84420695,11000000.0,40,5
Lainnya,32.0,S1,MARKETING PACKAGING,https://id.jobstreet.com/id/job/85290357,7000000.0,29,5
Finance,32.0,S1,Manager Finance and Tax (FAT),https://id.jobstreet.com/id/job/85602635,12500000.0,20,5
Lainnya,32.0,S1,Head of marketing,https://id.jobstreet.com/id/job/84816196,12500000.0,29,5
Lainnya,32.0,S1,Account Payable Auxiliary (6-months contract),https://id.jobstreet.com/id/job/85537294,5250000.0,29,5
Photographer,32.0,S1,Photographer & Videographer,https://id.jobstreet.com/id/job/84862777,5500000.0,39,5
Lainnya,32.0,S1,Commercial Manager,https://id.jobstreet.com/id/job/85267848,31000000.0,29,5
Lainnya,32.0,S1,Supervisor Project - MEP (HVAC),https://id.jobstreet.com/id/job/85061780,7250000.0,29,5
Digital Marketing,32.0,S1,HEAD OF SALES | E-COMMERCE | ADVERTISE | DIGITAL MARKETING,https://id.jobstreet.com/id/job/85014539,21500000.0,17,5
Lainnya,32.0,S1,Audio & Visual System Integration Engineer,https://id.jobstreet.com/id/job/85459784,6000000.0,29,5
Lainnya,32.0,S1,"Financial Advisor - Bekasi (Ujung Aspal, Cibubur, Pondok Gede & Vida)",https://id.jobstreet.com/id/job/85001656,3600000.0,29,5
Social Media,32.0,S1,Social Media Specialist,https://id.jobstreet.com/id/job/85566997,5500000.0,51,5
Tax,32.0,S1,会计助理/ASSISTANT ACCOUNTANT/税务主管 TAX,https://id.jobstreet.com/id/job/84903823,11500000.0,54,5
Sales,32.0,S1,Sales Promotion,https://id.jobstreet.com/id/job/85311415,5000000.0,48,5
Lainnya,32.0,S1,Product Specifier,https://id.jobstreet.com/id/job/85023847,4948400.0,29,5
Lainnya,32.0,S1,Domestic Helper / Maid,https://id.jobstreet.com/id/job/84879583,9500000.0,29,5
Lainnya,32.0,S1,Japanese Interpreter,https://id.jobstreet.com/id/job/84948711,7500000.0,29,5
Lainnya,32.0,S1,Construction Procurement Manager,https://id.jobstreet.com/id/job/85267803,12500000.0,29,5
Lainnya,32.0,S1,FINANCIAL ADVISOR - JAKARTA PUSAT (Kebon Sirih),https://id.jobstreet.com/id/job/85296442,2875000.0,29,5
Guru,32.0,S1,"Guru PAUD, TK / Nanny untuk di Rumah",https://id.jobstreet.com/id/job/84866723,4250000.0,24,5
Sales,32.0,S1,Salesperson (Canvassing Area),https://id.jobstreet.com/id/job/85467691,4500000.0,48,5
Lainnya,32.0,S1,Lash Terapis / Eyelash Extension,https://id.jobstreet.com/id/job/84891578,5250000.0,29,5
Lainnya,32.0,S1,Accounting Staff - Cikarang - Manufacture (ID: 678417),https://id.jobstreet.com/id/job/85667470,7000000.0,29,5
Lainnya,32.0,S1,QUANTITY SURVEYOR,https://id.jobstreet.com/id/job/85029361,11000000.0,29,5
Lainnya,32.0,S1,Staff Quality Assurance,https://id.jobstreet.com/id/job/85170140,4000000.0,29,5
Lainnya,32.0,S1,KOL Specialist,https://id.jobstreet.com/id/job/85190492,6500000.0,29,5
Lainnya,32.0,S1,HRD,https://id.jobstreet.com/id/job/84980650,6250000.0,29,5
Lainnya,32.0,S1,Marketing Staf,https://id.jobstreet.com/id/job/84482301,5000000.0,29,5
Lainnya,32.0,S1,Desk collection,https://id.jobstreet.com/id/job/84964025,3875000.0,29,5
Management,32.0,S1,Social Media Specialist,https://id.jobstreet.com/id/job/85510794,5500000.0,33,5
Purchasing,32.0,S1,GA & Admin Purchasing - Bali,https://id.jobstreet.com/id/job/84983731,3250000.0,43,5
Sales,32.0,S1,SALES ENGINEER,https://id.jobstreet.com/id/job/85534473,6500000.0,48,5
Admin,32.0,S1,HRD Manager,https://id.jobstreet.com/id/job/85527496,8500000.0,1,5
Lainnya,32.0,S1,Accounting,https://id.jobstreet.com/id/job/84999015,4750000.0,29,5
Finance,32.0,S1,Accounting Supervisor,https://id.jobstreet.com/id/job/84906357,8500000.0,20,5
Sales,32.0,S1,MANAGER SALES UPVC,https://id.jobstreet.com/id/job/85006453,9000000.0,48,5
Lainnya,32.0,S1,Landscape Designer,https://id.jobstreet.com/id/job/85497316,9000000.0,29,5
Lainnya,32.0,S1,Content Creator Internship,https://id.jobstreet.com/id/job/85138184,1750000.0,29,5
Lainnya,32.0,S1,Account Officer (Funding/Lending),https://id.jobstreet.com/id/job/85107095,6250000.0,29,5
Lainnya,32.0,S1,Accounting,https://id.jobstreet.com/id/job/85305980,4750000.0,29,5
Sales,32.0,S1,Sales Specialist,https://id.jobstreet.com/id/job/84864637,7500000.0,48,5
Finance,32.0,S1,Coordinator Finance AP,https://id.jobstreet.com/id/job/85618508,5500000.0,20,5
Lainnya,32.0,S1,Manager Produksi,https://id.jobstreet.com/id/job/85080132,8500000.0,29,5
Management,32.0,S1,Management Trainee Sales,https://id.jobstreet.com/id/job/85566562,6125000.0,33,5
Lainnya,32.0,S1,"FINANCIAL ADVISOR - JAKARTA PUSAT (Cikini, Kebon Sirih, Gambir, Thamrin)",https://id.jobstreet.com/id/job/85296560,4250000.0,29,5
Lainnya,32.0,S1,FINANCIAL ADVISOR - JAKARTA PUSAT (THAMRIN & IMAM BONJOL),https://id.jobstreet.com/id/job/85592815,4250000.0,29,5
Lainnya,32.0,S1,HR Executive,https://id.jobstreet.com/id/job/85569650,9000000.0,29,5
Lainnya,32.0,S1,Digital Marketer Specialist,https://id.jobstreet.com/id/job/85630991,7000000.0,29,5
Lainnya,32.0,S1,Export Import (EXIM) Manager,https://id.jobstreet.com/id/job/85525744,12500000.0,29,5
Sales,32.0,S1,Sales,https://id.jobstreet.com/id/job/84967132,17500000.0,48,5
Sales,32.0,S1,Sales Executive (Construction),https://id.jobstreet.com/id/job/85627164,8000000.0,48,5
Admin,32.0,S1,Operations & Marketing Coordinator/Admin,https://id.jobstreet.com/id/job/85368626,3250000.0,1,5
Graphic Designer,32.0,S1,GRAPHIC DESIGNER SUPERVISOR,https://id.jobstreet.com/id/job/85258905,8250000.0,23,5
Lainnya,32.0,S1,GRO (Guest Relation Officer),https://id.jobstreet.com/id/job/85667526,4200000.0,29,5
Event,32.0,S1,Club Operations & Program Manager,https://id.jobstreet.com/id/job/84982529,5750000.0,19,5
Consultant,32.0,S1,BRAND CONSULTANT,https://id.jobstreet.com/id/job/85484974,6000000.0,12,5
Finance,32.0,S1,Finance & Accounting Supervisor,https://id.jobstreet.com/id/job/85682131,8500000.0,20,5
Supply Chain,32.0,S1,Operations & Shipping Executive,https://id.jobstreet.com/id/job/85095674,10000000.0,53,5
Lainnya,32.0,S1,Supervisor MEP,https://id.jobstreet.com/id/job/85028797,5000000.0,29,5
Management,32.0,S1,Real Time Analyst / Workforce Management (RTA / WFM) -,https://id.jobstreet.com/id/job/85431701,5450000.0,33,5
Lainnya,32.0,S1,Accounting – Senior Staff,https://id.jobstreet.com/id/job/85304297,6500000.0,29,5
Lainnya,32.0,S1,KOL Assistant,https://id.jobstreet.com/id/job/85203019,4250000.0,29,5
Lainnya,32.0,S1,Manajemen Produksi,https://id.jobstreet.com/id/job/85670268,5750000.0,29,5
Tax,32.0,S1,Chief Accounting & Tax,https://id.jobstreet.com/id/job/85595509,6750000.0,54,5
Consultant,32.0,S1,Junior Accounting Consultant,https://id.jobstreet.com/id/job/85008941,5500000.0,12,5
Sales,38.0,"S1,D3",Marketing Manager Agro bidang Herbisida,https://id.jobstreet.com/id/job/85246803,14000000.0,48,7
Perawat,32.0,S1,Perawat,https://id.jobstreet.com/id/job/85435538,4500000.0,38,5
Sales,32.0,S1,Sales,https://id.jobstreet.com/id/job/85441048,7750000.0,48,5
Production,32.0,S1,Production Supervisor,https://id.jobstreet.com/id/job/84953554,7500000.0,40,5
Admin,32.0,Diploma,Tenant Relations Officer,https://id.jobstreet.com/id/job/85667575,6500000.0,1,3
Lainnya,32.0,S1,Driver Taksi Bluebird,https://id.jobstreet.com/id/job/85122344,5250000.0,29,5
Maintenance,32.0,S1,Project Controller,https://id.jobstreet.com/id/job/85433349,8500000.0,32,5
